Date	Location	Crop	Soil_Moisture	Temperature_C	Yield_kg_per_hectare
9072023	Uttar Pradesh	Onion	33.76	23.17	19794.1
11112023	Tamil Nadu	Barley	21.75	21.91	2556.56
8022022	Karnataka	Cucumber	32.85	26.12	9110.67
19072023	Haryana	Cucumber	31.48	30.05	17246.44
23082024	Karnataka	Barley	21.2	17.65	2043.75
13082020	Haryana	Tomato	26.61	32.13	18994.11
4062020	Karnataka	Onion	32.24	31.46	19429.92
7012021	West Bengal	Barley	27.84	15.96	1818.89
3092020	Karnataka	Tomato	26.56	35.5	26549.5
25122022	Bihar	Wheat	33.2	28.2	2192.7
7022021	Uttar Pradesh	Cucumber	37.01	30.8	16738.73
27062021	Haryana	Wheat	24.38	25.61	3834.91
13072023	West Bengal	Wheat	31.12	28.54	2825.66
14102024	Karnataka	Tomato	32.72	26.59	21365.5
28122023	Uttar Pradesh	Wheat	25.48	12.23	1750.0
1032024	Tamil Nadu	Cucumber	31.9	29.48	13649.86
29012022	Haryana	Tomato	38.36	28.31	31067.89
20042020	Haryana	Tomato	29.16	30.72	32222.54
7092022	Karnataka	Onion	22.94	22.35	15673.1
5052021	West Bengal	Rice	43.19	30.09	3606.83
28032022	Tamil Nadu	Potato	26.96	21.51	23931.76
29122020	Bihar	Rice	51.3	26.55	2971.34
14122020	Karnataka	Barley	26.88	17.51	2654.18
4102022	Punjab	Wheat	21.02	24.25	2792.24
9102024	Uttar Pradesh	Potato	28.19	17.66	20663.72
2072020	Karnataka	Barley	26.16	21.88	2361.32
5052021	Haryana	Rice	32.4	26.87	3890.33
19022021	Uttar Pradesh	Potato	39.05	22.49	13549.79
2122023	Maharashtra	Cucumber	31.88	30.63	15488.4
30032024	Maharashtra	Rice	47.21	29.18	4290.72
8102023	Tamil Nadu	Potato	28.84	25.28	27630.15
1032023	Tamil Nadu	Potato	29.19	24.82	30806.65
26102024	West Bengal	Cucumber	26.38	32.41	16170.44
4062020	Karnataka	Wheat	33.46	21.8	4236.58
9032020	Maharashtra	Onion	31.2	24.69	27744.52
9082024	Tamil Nadu	Rice	47.0	28.68	3742.93
13072023	Tamil Nadu	Cucumber	33.12	35.44	19616.77
30082021	Maharashtra	Onion	24.53	24.52	24548.41
20082020	Haryana	Potato	25.91	19.44	14962.26
12052023	Tamil Nadu	Tomato	27.3	24.05	15549.64
26112020	West Bengal	Onion	21.18	29.62	18365.24
6042022	Haryana	Potato	36.46	18.68	18876.49
27062024	Punjab	Cucumber	25.48	26.44	20732.29
23112023	Punjab	Wheat	31.89	15.44	2472.44
30112021	West Bengal	Rice	43.88	30.48	5191.48
12072020	Haryana	Tomato	38.98	23.46	24341.37
30102020	Punjab	Tomato	35.48	26.29	20501.96
7062021	Tamil Nadu	Onion	22.75	25.56	24042.37
17042020	Karnataka	Rice	36.47	29.52	2914.84
22012021	Bihar	Potato	25.62	19.19	29268.68
15072023	Tamil Nadu	Rice	48.19	35.91	4700.76
11082024	Tamil Nadu	Tomato	29.74	35.65	25368.11
20042023	Karnataka	Wheat	30.69	25.97	2826.17
25082022	Uttar Pradesh	Wheat	25.9	20.94	3135.24
29102022	Punjab	Onion	22.66	25.0	26161.43
10012020	Maharashtra	Barley	19.5	19.92	2590.76
23042024	Bihar	Wheat	26.88	19.87	4630.8
11022021	Bihar	Potato	34.42	20.12	28662.28
5042020	Punjab	Wheat	28.17	18.94	2992.32
20032024	Bihar	Wheat	28.17	18.63	4136.1
26112023	Karnataka	Potato	28.84	22.26	24664.56
12052024	West Bengal	Barley	22.32	19.42	4027.82
18102023	Uttar Pradesh	Cucumber	34.3	28.54	15470.5
23022022	Tamil Nadu	Rice	44.5	37.08	2773.84
8032020	Karnataka	Potato	36.33	17.98	17679.84
13092022	Punjab	Cucumber	27.88	22.4	12119.2
23102022	West Bengal	Potato	31.26	21.11	31821.03
28072021	Uttar Pradesh	Potato	41.26	18.17	29908.21
2112021	West Bengal	Tomato	35.66	28.7	30035.5
19032022	Punjab	Wheat	32.93	25.06	3087.14
21062020	Bihar	Tomato	29.88	24.22	18351.95
13062021	Punjab	Cucumber	29.98	27.03	13047.02
20012024	Haryana	Barley	29.55	19.62	3315.87
8052023	Tamil Nadu	Onion	22.8	29.44	24712.96
12062020	Maharashtra	Barley	25.22	20.17	3710.4
18102023	Uttar Pradesh	Tomato	31.39	29.59	20259.41
17032021	West Bengal	Cucumber	39.02	33.25	19739.18
3082024	Haryana	Onion	30.89	28.86	15168.98
29072021	Tamil Nadu	Wheat	28.11	24.35	3987.16
9012020	Karnataka	Wheat	25.26	24.35	2440.32
19052022	West Bengal	Cucumber	34.68	31.98	22959.07
1052022	Uttar Pradesh	Potato	28.12	15.87	13133.05
2072024	West Bengal	Tomato	38.42	32.84	14427.66
23072024	Karnataka	Onion	31.56	23.74	15416.63
14082022	Bihar	Potato	25.01	21.03	32532.1
7072020	West Bengal	Potato	40.67	19.96	25015.7
8102024	Punjab	Rice	46.47	31.8	4707.36
7022024	Punjab	Cucumber	38.92	32.75	10116.6
7122021	Karnataka	Tomato	40.91	20.57	14000.0
18052023	Haryana	Tomato	30.02	24.95	21277.42
17012023	Bihar	Cucumber	40.58	31.49	16396.73
6042023	West Bengal	Potato	34.99	24.31	24699.88
1102020	Bihar	Tomato	29.19	29.64	28810.72
30042021	West Bengal	Onion	35.59	26.45	25387.54
11042020	Haryana	Potato	29.44	20.03	29718.17
19112024	Uttar Pradesh	Onion	25.69	27.88	19083.03
16102022	Maharashtra	Cucumber	30.3	34.39	8453.79
8072024	West Bengal	Cucumber	38.57	25.12	12646.87
6102023	Maharashtra	Wheat	26.96	19.07	1750.0
28032023	West Bengal	Tomato	37.03	31.28	22859.44
24072023	Haryana	Tomato	36.69	28.61	40601.71
23052024	West Bengal	Wheat	33.79	22.02	3808.09
27042020	Maharashtra	Cucumber	29.54	24.84	10832.59
16112022	Bihar	Tomato	33.0	25.52	31354.76
12092021	Tamil Nadu	Wheat	22.25	25.05	2729.93
3062020	Tamil Nadu	Cucumber	30.21	32.52	13903.14
1082022	Haryana	Potato	31.3	22.05	18705.03
28102024	Maharashtra	Cucumber	38.64	26.95	19463.22
22032024	Karnataka	Potato	27.86	17.69	10500.0
30122020	Haryana	Barley	17.22	14.9	1560.73
29052020	Tamil Nadu	Onion	33.8	29.42	14559.33
8052023	Haryana	Potato	27.71	21.71	15531.44
28032023	Haryana	Barley	21.71	21.05	2478.68
1112021	Bihar	Rice	36.19	25.67	4619.26
25052021	Bihar	Rice	46.32	32.72	5360.08
5082022	Maharashtra	Onion	33.95	26.43	14071.04
15122023	Punjab	Barley	17.74	19.63	2385.54
28062022	Uttar Pradesh	Tomato	27.85	30.39	19423.77
24042024	Karnataka	Cucumber	30.99	33.38	15697.77
6042021	Uttar Pradesh	Barley	23.89	18.0	4173.15
15122022	Haryana	Rice	47.62	28.63	5692.5
16062023	Tamil Nadu	Cucumber	29.47	32.7	21835.39
10012022	Uttar Pradesh	Tomato	30.59	23.26	21692.96
27022020	Karnataka	Onion	32.3	27.14	26306.1
27052020	Uttar Pradesh	Wheat	32.36	24.05	3953.55
15072023	Punjab	Tomato	38.21	31.39	17022.54
12042023	Bihar	Rice	47.1	33.44	4815.72
13102021	Uttar Pradesh	Tomato	30.47	22.24	18633.24
28052024	Maharashtra	Potato	26.42	19.33	28261.83
9042020	Punjab	Potato	34.5	19.28	27617.83
28082023	Punjab	Tomato	28.99	27.03	20531.41
24042023	Uttar Pradesh	Wheat	21.7	22.99	4356.56
14052020	Uttar Pradesh	Barley	24.27	21.51	1809.75
9082022	Uttar Pradesh	Wheat	27.98	16.24	2123.51
6092022	Bihar	Wheat	27.13	17.97	4494.62
29082020	West Bengal	Wheat	27.38	26.51	2316.46
2012024	Punjab	Rice	47.0	29.34	3947.79
4022020	Tamil Nadu	Tomato	35.94	32.59	35432.63
1042022	Maharashtra	Tomato	24.4	22.54	19459.62
24032021	Uttar Pradesh	Cucumber	37.29	30.49	17136.56
7062021	Karnataka	Potato	38.57	23.87	16824.61
30022022	Maharashtra	Potato	32.27	20.39	26553.61
15012024	Haryana	Cucumber	26.33	30.65	22256.47
16042021	Punjab	Potato	32.43	16.87	16463.26
14012021	West Bengal	Potato	39.16	23.53	17025.54
13012024	West Bengal	Wheat	26.94	20.27	3869.87
14052024	Bihar	Onion	26.51	21.4	21809.95
28102021	Karnataka	Rice	36.56	38.03	4974.06
11092024	Maharashtra	Cucumber	34.38	28.3	17561.07
30022023	Bihar	Wheat	30.91	23.52	3844.02
15112021	Haryana	Tomato	27.83	26.24	34235.96
21032020	West Bengal	Rice	40.7	35.82	2404.81
25072024	Haryana	Rice	55.01	35.89	4191.79
7012022	Uttar Pradesh	Barley	21.16	11.28	1626.51
22052020	Maharashtra	Barley	19.84	19.51	2668.32
6102024	Maharashtra	Rice	44.04	32.92	3754.76
8012020	Tamil Nadu	Onion	31.02	30.42	24019.38
28032024	Punjab	Barley	27.52	14.09	2553.43
22112023	Haryana	Barley	24.05	18.88	3665.11
3122023	Bihar	Barley	26.99	16.53	3024.31
13022023	Karnataka	Potato	34.53	19.74	19875.24
22062020	Karnataka	Rice	46.8	32.98	4167.46
19112022	West Bengal	Barley	26.29	16.44	2895.27
19012022	Tamil Nadu	Rice	52.02	37.68	5244.2
11082022	Uttar Pradesh	Barley	28.63	18.8	3614.83
8122024	Maharashtra	Tomato	36.83	23.11	33557.38
16062022	Haryana	Barley	20.61	23.98	2145.16
9052024	Haryana	Barley	21.7	18.38	4100.47
26072024	Tamil Nadu	Potato	31.84	20.52	24162.76
1112022	Karnataka	Rice	50.26	29.97	4745.31
28092020	Maharashtra	Barley	25.8	17.28	3930.78
6092023	West Bengal	Tomato	30.71	34.1	27078.73
29092021	Maharashtra	Tomato	30.64	27.01	34153.99
4052020	Maharashtra	Rice	47.5	35.63	4479.07
10052022	Karnataka	Potato	24.37	24.79	19998.38
17022022	Uttar Pradesh	Cucumber	25.84	32.75	12939.31
16052023	Maharashtra	Barley	27.32	20.79	2846.66
19122023	Haryana	Cucumber	32.41	27.84	11901.81
3032024	Punjab	Onion	19.33	21.52	18471.37
15102023	Haryana	Barley	26.14	14.99	2674.16
17122021	Tamil Nadu	Wheat	19.18	27.03	4880.07
24052024	Karnataka	Wheat	21.6	18.73	2008.7
27012020	Punjab	Onion	33.19	20.39	13089.87
3102024	Karnataka	Cucumber	30.78	30.06	16333.52
30052023	Karnataka	Potato	34.38	19.14	24910.53
21042021	Tamil Nadu	Cucumber	35.89	35.79	15063.39
25022024	Tamil Nadu	Wheat	24.78	23.6	3387.79
14022023	Punjab	Rice	41.06	33.8	3873.91
9082021	West Bengal	Cucumber	39.88	28.58	17472.86
2072024	Karnataka	Rice	54.7	27.53	4039.9
20122024	Maharashtra	Tomato	34.63	25.71	35150.89
12032020	Bihar	Rice	49.2	35.46	3086.61
27102024	West Bengal	Cucumber	39.86	24.16	12244.48
27042023	Punjab	Onion	26.16	26.79	24583.41
3052020	Bihar	Barley	23.27	18.42	3852.63
19072020	Uttar Pradesh	Potato	38.61	19.57	31362.47
3122024	Tamil Nadu	Barley	27.56	16.18	1400.0
12042020	Punjab	Rice	40.88	29.77	4406.89
28052022	Haryana	Rice	53.12	35.45	2631.41
15082022	Uttar Pradesh	Barley	25.07	21.27	2612.21
10092023	Bihar	Tomato	31.24	22.37	27758.02
3042021	Bihar	Tomato	32.09	28.56	24670.93
22082024	West Bengal	Barley	22.76	23.49	2206.13
3012020	Tamil Nadu	Cucumber	34.6	32.27	21007.83
19042022	West Bengal	Barley	27.17	19.88	4183.94
2022022	Bihar	Potato	35.87	18.98	21355.05
11042024	Maharashtra	Wheat	30.25	20.63	2537.52
14112024	Haryana	Onion	25.45	25.92	28695.62
20032022	Maharashtra	Rice	35.62	29.44	3459.12
20102021	Bihar	Cucumber	29.05	25.93	20382.9
19102021	Maharashtra	Barley	18.68	14.61	3212.34
10012024	Haryana	Onion	26.47	22.84	21341.14
22012020	Karnataka	Potato	27.64	24.93	16086.99
19102022	Karnataka	Onion	27.84	23.26	15723.65
9052021	Haryana	Cucumber	36.83	28.78	21626.0
9012023	Bihar	Tomato	28.01	23.51	19632.88
4072022	Uttar Pradesh	Barley	17.93	18.47	2301.0
24032020	Maharashtra	Potato	28.31	24.38	19563.76
13022022	Tamil Nadu	Wheat	22.33	21.87	2420.03
16112020	Uttar Pradesh	Wheat	23.0	25.41	3897.3
24062021	Haryana	Tomato	39.15	25.18	15752.01
27032022	Bihar	Potato	32.16	21.77	15778.05
11052020	Punjab	Rice	36.28	28.19	2234.63
11082021	Maharashtra	Barley	28.92	18.95	3141.8
10042021	West Bengal	Barley	25.72	24.03	2794.86
7062024	Maharashtra	Onion	24.75	28.57	12404.24
29022023	West Bengal	Tomato	30.88	27.25	34974.36
28052020	West Bengal	Potato	25.27	16.92	20234.43
10052020	Karnataka	Tomato	32.57	31.88	23164.63
5052023	Haryana	Cucumber	27.02	29.16	15878.37
14112021	Punjab	Cucumber	28.4	29.31	21777.1
6012020	Punjab	Tomato	30.3	21.88	21420.59
19062024	Uttar Pradesh	Cucumber	29.21	29.12	14128.87
29122024	West Bengal	Potato	32.74	21.34	21174.92
17102022	Haryana	Barley	26.28	19.72	2990.69
28032024	Haryana	Wheat	24.56	20.48	4248.28
3022021	Punjab	Rice	50.29	31.47	4684.01
13062023	Bihar	Onion	35.07	21.6	19418.96
17122024	Karnataka	Rice	40.38	36.72	2883.54
13092022	Bihar	Rice	51.91	25.83	2819.51
27102020	Tamil Nadu	Barley	19.43	26.07	2722.84
5042024	Punjab	Rice	49.48	34.71	3268.37
13042020	Maharashtra	Onion	34.83	15.83	12053.89
7012020	Tamil Nadu	Potato	30.09	20.22	25608.15
21022023	Karnataka	Wheat	24.9	23.7	3206.35
26062020	Haryana	Rice	35.42	36.24	3213.9
26012020	Uttar Pradesh	Barley	28.24	20.2	3609.42
22052023	Bihar	Onion	34.55	20.59	18241.06
14102024	Tamil Nadu	Onion	30.49	26.25	21476.28
17042021	Punjab	Wheat	22.14	22.53	3492.47
4122023	Karnataka	Wheat	25.97	18.31	3365.09
29022023	Tamil Nadu	Potato	32.45	24.1	26362.94
30082021	Bihar	Potato	27.02	18.51	19241.63
29122023	Bihar	Onion	34.43	22.97	26484.36
12082022	West Bengal	Barley	20.28	23.84	2137.44
9012024	Uttar Pradesh	Wheat	24.15	24.7	3617.69
1102021	Karnataka	Rice	48.34	31.57	5090.82
2062021	Haryana	Tomato	29.06	27.27	27562.39
9062022	Maharashtra	Potato	35.5	19.99	24444.53
6012021	Maharashtra	Onion	26.68	31.21	14449.12
23112024	Punjab	Tomato	30.89	22.66	18509.02
18102022	Haryana	Barley	17.01	13.71	1400.0
1082023	Haryana	Rice	35.91	35.63	2381.69
17062021	Tamil Nadu	Rice	46.69	30.8	3053.81
27042021	Maharashtra	Wheat	30.93	24.23	4446.89
28032020	Karnataka	Onion	25.92	26.35	16865.43
19102023	Haryana	Barley	29.53	18.58	3082.76
14092023	Karnataka	Potato	26.73	20.58	27443.54
2052020	Haryana	Wheat	37.55	20.51	4309.52
13012020	Karnataka	Potato	30.12	22.98	21282.88
4102020	Tamil Nadu	Rice	53.54	30.54	4338.69
25062022	Maharashtra	Tomato	27.26	22.38	30101.17
26022020	West Bengal	Potato	28.65	23.78	19543.72
5032024	Tamil Nadu	Cucumber	30.09	31.11	18903.23
10052024	Uttar Pradesh	Potato	38.11	19.95	17068.58
8092021	Maharashtra	Tomato	35.53	25.59	37192.75
24112020	Haryana	Barley	26.95	24.2	2894.81
22052021	Punjab	Cucumber	38.34	26.36	9903.26
26102020	West Bengal	Barley	22.49	19.42	3398.85
29112020	Karnataka	Barley	28.28	17.35	3036.44
22102024	Haryana	Barley	24.37	17.28	2678.28
22022021	Maharashtra	Rice	49.25	34.05	3580.05
8092023	West Bengal	Rice	41.92	30.03	5653.95
2062021	Tamil Nadu	Cucumber	39.59	32.36	15035.34
13032024	Bihar	Wheat	23.95	19.97	3008.46
8112021	Tamil Nadu	Cucumber	33.95	35.79	10695.95
19122022	Maharashtra	Barley	26.25	18.82	4231.91
1022021	West Bengal	Potato	32.59	25.96	10500.0
18092024	Bihar	Potato	41.88	16.1	27397.07
7082024	Maharashtra	Potato	32.76	22.39	24181.11
25022021	Haryana	Cucumber	30.23	27.02	16850.43
16112021	Maharashtra	Barley	29.48	21.16	2245.02
11042020	Tamil Nadu	Wheat	23.36	22.18	2852.45
6102024	West Bengal	Cucumber	32.43	33.45	7639.26
15122023	Punjab	Potato	32.03	18.13	20907.67
3082020	Bihar	Rice	53.83	32.15	3168.92
28042024	Maharashtra	Potato	25.8	20.33	29223.08
24112023	Karnataka	Barley	20.73	22.55	3807.9
18032022	Tamil Nadu	Wheat	22.27	30.39	2030.39
4052024	West Bengal	Cucumber	30.23	36.06	14569.92
10052024	Haryana	Rice	35.15	32.32	4516.5
10062024	Tamil Nadu	Potato	34.35	23.55	27484.81
4092024	Maharashtra	Potato	34.86	18.46	24274.84
30102022	Tamil Nadu	Barley	21.15	19.43	2383.2
26102023	Tamil Nadu	Rice	43.49	36.53	6344.4
10042023	Bihar	Tomato	23.43	26.92	24040.62
17092020	Haryana	Barley	21.99	16.23	2974.3
3072022	West Bengal	Rice	37.9	31.61	6316.66
18112020	Haryana	Barley	28.85	17.1	3256.69
13022021	Punjab	Barley	28.29	16.77	3025.85
23052024	West Bengal	Cucumber	34.22	27.47	13932.09
10082020	Karnataka	Cucumber	38.47	29.61	19733.32
29052023	Maharashtra	Cucumber	35.43	23.78	9264.52
3022020	Tamil Nadu	Barley	19.22	14.51	2037.94
27062022	Bihar	Rice	37.7	27.36	4468.26
20012024	Karnataka	Rice	38.33	31.93	4465.95
29042020	Bihar	Wheat	21.05	15.5	2947.32
5032023	Bihar	Rice	48.99	33.14	3530.99
18112022	Punjab	Cucumber	24.83	26.6	12473.1
13062022	Karnataka	Onion	32.65	30.6	20141.12
19012021	Punjab	Barley	19.92	21.35	3666.98
8032023	Maharashtra	Potato	24.92	20.0	15419.62
18062021	Uttar Pradesh	Tomato	31.25	32.05	23322.8
20102024	West Bengal	Wheat	34.11	18.14	3638.5
27012021	Haryana	Potato	27.73	22.88	12119.7
7062021	Bihar	Cucumber	36.41	27.1	15296.44
4082021	Maharashtra	Cucumber	36.49	31.25	13888.67
11042023	Uttar Pradesh	Cucumber	32.85	28.75	11553.18
17082023	Bihar	Wheat	25.75	25.82	1968.04
23112021	Karnataka	Barley	22.24	15.64	3251.43
2062020	Karnataka	Wheat	25.77	18.48	3225.17
30082020	Punjab	Rice	36.89	26.53	4277.11
11092023	Maharashtra	Rice	52.58	30.22	5928.58
22122021	Maharashtra	Wheat	28.59	22.32	4142.0
21052020	Punjab	Wheat	20.0	24.73	2131.39
29052024	Maharashtra	Tomato	34.01	31.74	17416.4
2122021	Maharashtra	Cucumber	27.6	27.05	14085.7
13082023	Maharashtra	Tomato	41.33	31.0	17989.71
13112020	Karnataka	Cucumber	34.86	27.95	10570.2
28072021	Maharashtra	Wheat	37.83	24.14	4220.56
6062022	Karnataka	Tomato	31.29	23.84	30716.68
2102023	Karnataka	Barley	17.3	20.02	3349.14
16072021	Uttar Pradesh	Onion	24.36	27.55	14848.41
19112022	Uttar Pradesh	Rice	39.64	26.54	2678.16
5112021	Karnataka	Onion	20.79	24.44	22939.37
16042024	Karnataka	Potato	30.2	24.82	19114.81
19032023	Maharashtra	Wheat	25.2	27.45	2273.94
21042022	Tamil Nadu	Rice	36.77	30.77	2852.88
30102021	Bihar	Onion	20.09	22.54	27183.82
1112022	Maharashtra	Rice	35.66	36.64	2813.64
30092023	Punjab	Rice	45.7	25.38	2578.47
3082022	Bihar	Potato	34.03	17.87	22047.18
7102021	Punjab	Cucumber	32.87	32.22	14832.57
7072023	Tamil Nadu	Barley	20.37	21.06	2652.09
1032021	Haryana	Onion	27.05	26.21	24788.12
22042024	Karnataka	Tomato	30.8	24.47	34272.79
12082020	West Bengal	Rice	51.63	33.06	6637.92
23112024	Tamil Nadu	Tomato	39.77	33.15	34833.17
4092023	Haryana	Tomato	31.91	22.81	30713.43
4012020	Tamil Nadu	Tomato	30.54	29.47	36268.01
2102021	Karnataka	Rice	50.16	28.77	2244.41
9062020	Maharashtra	Rice	55.85	29.64	5026.46
3062023	Haryana	Tomato	35.02	29.9	24519.51
28102023	Tamil Nadu	Barley	21.91	26.36	2670.49
14072023	Uttar Pradesh	Cucumber	34.31	24.49	19601.48
16122021	Karnataka	Barley	21.66	24.67	2727.81
29082024	Bihar	Tomato	36.81	30.42	16072.08
10092024	Uttar Pradesh	Onion	35.97	30.38	16765.43
18122021	Punjab	Tomato	26.4	29.53	22350.93
6122024	Punjab	Rice	50.12	30.53	4416.38
3092024	Maharashtra	Potato	30.45	20.0	29661.74
13042022	Haryana	Wheat	24.03	16.4	3331.21
28032023	Punjab	Rice	39.52	26.33	2728.86
29102022	Maharashtra	Barley	20.36	18.16	4016.51
24112020	Karnataka	Rice	40.48	29.43	4651.08
8022022	Tamil Nadu	Onion	27.22	26.81	20977.9
14032021	Punjab	Wheat	24.85	27.41	2183.42
21112024	Karnataka	Potato	39.79	21.87	20873.32
3012021	Uttar Pradesh	Potato	31.74	19.77	17108.21
19112024	Bihar	Rice	43.42	36.34	2270.44
15112022	Haryana	Tomato	25.52	28.27	16616.2
20122022	West Bengal	Onion	34.06	30.61	12524.48
14042024	Tamil Nadu	Barley	24.66	15.08	2439.96
1012022	Uttar Pradesh	Barley	22.43	17.49	2299.47
18032022	West Bengal	Barley	27.13	15.42	2646.67
21112020	Tamil Nadu	Wheat	27.41	23.69	2870.45
5092023	Karnataka	Barley	26.4	14.43	2577.49
3112020	Punjab	Tomato	41.09	26.21	17834.56
10112021	Bihar	Wheat	27.49	22.7	3679.0
15112023	Maharashtra	Wheat	22.61	19.48	4018.02
13062023	Bihar	Barley	25.49	15.08	2776.33
27082024	Haryana	Barley	24.4	24.78	2908.06
18082023	Uttar Pradesh	Onion	25.61	25.71	19263.15
16052021	Maharashtra	Rice	50.22	33.15	2716.68
27052020	Punjab	Onion	34.18	30.32	18358.11
13022021	Uttar Pradesh	Rice	36.63	32.52	4820.6
14112023	West Bengal	Tomato	23.02	27.73	44997.1
24042024	Uttar Pradesh	Barley	20.36	20.05	2002.94
5082021	Uttar Pradesh	Onion	29.95	24.46	25014.88
7052020	West Bengal	Barley	27.82	21.75	1909.37
21082022	Tamil Nadu	Rice	53.02	33.24	4663.46
4022021	Bihar	Potato	28.0	19.94	25575.82
2072024	Haryana	Onion	27.77	20.59	18154.97
10112024	Karnataka	Rice	42.39	36.96	3151.73
17012023	Uttar Pradesh	Rice	36.05	31.01	4108.1
15012023	Karnataka	Onion	22.3	30.37	18483.46
16042023	Tamil Nadu	Cucumber	36.36	36.66	16433.21
17082024	Bihar	Wheat	34.78	17.01	3819.35
14102020	Uttar Pradesh	Rice	42.37	35.8	4628.9
10042024	Punjab	Cucumber	26.72	26.75	16987.13
26072022	Karnataka	Onion	24.7	24.44	18892.76
28122024	Bihar	Cucumber	36.99	31.87	14020.19
27092023	Haryana	Tomato	37.07	25.43	20872.74
19072022	West Bengal	Potato	36.21	20.46	17302.35
17042024	West Bengal	Wheat	30.0	25.04	4524.75
14072021	West Bengal	Cucumber	36.01	33.21	17467.59
23092023	Tamil Nadu	Cucumber	36.04	35.8	7123.04
29112020	Uttar Pradesh	Onion	35.96	32.47	10500.0
21032023	Uttar Pradesh	Onion	33.3	21.52	23901.62
3102022	Tamil Nadu	Barley	24.19	21.13	4042.72
29112021	Maharashtra	Potato	25.57	20.91	27433.29
25062023	Maharashtra	Potato	31.4	18.92	21512.77
10052023	Haryana	Potato	35.61	21.51	25815.94
5112024	Karnataka	Tomato	32.77	32.46	17495.96
2052021	Maharashtra	Tomato	30.04	25.51	32245.87
16022024	Punjab	Rice	41.52	29.52	3119.69
26092022	Uttar Pradesh	Potato	31.66	17.02	20195.37
10072022	Karnataka	Barley	20.45	13.64	1464.35
7052024	Karnataka	Potato	37.0	20.3	20220.22
13062022	West Bengal	Tomato	32.7	26.95	32497.28
3012021	Karnataka	Potato	24.58	19.03	23666.41
7122021	Haryana	Tomato	32.68	23.79	17575.15
22072022	Tamil Nadu	Tomato	35.47	33.34	16176.0
10012022	Tamil Nadu	Wheat	30.41	24.56	3958.84
30022024	Bihar	Wheat	22.35	21.05	3562.89
17012021	Tamil Nadu	Tomato	27.82	26.89	20152.64
4112023	Haryana	Barley	23.68	18.87	3127.58
30102020	Punjab	Cucumber	30.19	22.35	7000.0
9092022	Punjab	Cucumber	28.03	26.96	11498.43
9122021	Maharashtra	Barley	21.62	18.03	3556.33
20102023	Maharashtra	Potato	36.36	17.59	28141.43
28112021	West Bengal	Cucumber	31.22	30.57	16209.44
18042020	West Bengal	Cucumber	28.53	29.85	15462.33
27042020	Bihar	Tomato	28.06	27.3	30634.16
15042022	Punjab	Potato	39.97	24.1	17849.11
28112023	Karnataka	Tomato	39.15	25.67	19854.34
27062023	West Bengal	Wheat	32.59	22.51	2514.38
13072021	Karnataka	Onion	29.36	21.68	15031.36
29022022	Uttar Pradesh	Potato	32.35	16.79	25988.14
29112023	Maharashtra	Potato	29.75	23.62	25943.53
4082020	Karnataka	Potato	31.25	18.92	11735.95
2072020	Uttar Pradesh	Rice	39.57	28.03	3400.01
16102020	Haryana	Tomato	33.89	24.95	43168.96
5022024	Haryana	Barley	23.54	20.54	1735.42
30122021	West Bengal	Barley	22.61	19.61	2361.53
11012024	Karnataka	Cucumber	39.06	33.32	13469.81
21012020	Maharashtra	Onion	25.02	17.69	15613.73
16122023	West Bengal	Wheat	27.57	23.0	4162.73
30112022	Tamil Nadu	Wheat	27.0	26.88	3354.17
10092023	Karnataka	Onion	27.16	28.48	13950.72
22102022	Punjab	Wheat	30.79	20.06	3742.66
25032023	Haryana	Rice	42.07	25.62	2303.25
20122021	Haryana	Potato	30.5	23.32	14049.27
16022020	Punjab	Onion	24.7	26.17	13654.28
19122021	Maharashtra	Cucumber	25.68	29.21	21910.92
19042022	Tamil Nadu	Rice	40.44	37.21	4191.58
2012023	West Bengal	Onion	28.93	21.71	11136.91
20022023	West Bengal	Wheat	31.16	24.42	3780.98
6112023	Karnataka	Potato	28.15	20.37	30404.15
21102022	West Bengal	Tomato	34.04	30.29	27496.23
13072020	Maharashtra	Barley	18.71	18.98	4100.23
28082020	Karnataka	Cucumber	26.67	32.27	11148.93
11022023	Karnataka	Wheat	26.03	20.64	3893.75
8102023	Bihar	Onion	23.74	19.91	21437.88
28112022	Maharashtra	Wheat	20.93	20.6	4637.75
29022021	Karnataka	Wheat	30.35	24.42	2878.83
28122020	Punjab	Potato	34.44	19.7	25267.44
14032023	Karnataka	Barley	22.55	24.32	2742.23
22012023	West Bengal	Tomato	33.41	31.01	16610.15
22062022	Haryana	Wheat	26.29	18.94	4477.17
20042021	Tamil Nadu	Onion	29.53	26.54	25338.48
25072022	Tamil Nadu	Rice	38.35	35.04	3546.89
4062020	West Bengal	Rice	42.81	32.42	6323.89
8012021	Uttar Pradesh	Rice	55.9	28.3	5803.24
17052024	Maharashtra	Tomato	35.39	30.57	21780.31
12082020	Maharashtra	Tomato	29.14	22.89	16933.12
3022020	Maharashtra	Wheat	36.41	23.87	3738.47
13102022	West Bengal	Onion	25.75	23.25	13969.66
10072023	Karnataka	Barley	22.74	21.92	3815.02
14052020	Bihar	Cucumber	34.9	24.1	10580.79
3032023	Punjab	Potato	36.92	16.01	12483.73
14112022	Maharashtra	Tomato	36.78	27.0	27338.67
14102024	Bihar	Barley	19.44	12.1	2760.31
12032021	West Bengal	Tomato	37.81	30.98	31988.25
1092024	Bihar	Cucumber	35.25	32.21	12963.62
9062023	Maharashtra	Barley	24.74	15.77	3415.91
